46,557139
45,374068
44,601343
44,905126
44,508493
44,210964
45,122162
46,699844
44,922894
44,067686
44,482643
46,219484
44,661242
44,936312
44,991904
44,349181
44,572447
44,176777
44,635958
44,006965
45,151378
44,341193
45,145245
44,890291
45,280317
44,143877
44,522042
44,745323
44,55846
44,92191
44,537499
44,252189
44,495281
44,041033
44,552531
44,746265
45,130471
44,669397
44,404134
44,351965
44,461801
44,151705
44,727222
44,562971
44,390853
44,335088
44,950631
44,118772
44,444675
45,043531
44,062764
45,269611
44,826928
44,277452
44,900316
44,23106
44,464327
44,370858
44,718329
44,447448
46,511071
51,99052
44,309445
44,183905
45,291117
44,575965
44,289316
45,149872
44,527957
45,187054
45,039584
44,81528
44,642101
44,381057
44,518759
45,359705
45,866029
45,988944
45,250956
45,529272
44,860865
45,540838
44,561907
44,649656
44,404385
44,377579
45,060621
44,357241
44,17615
44,792216
45,875343
44,87717
44,57662
44,580555
44,622526
44,906925
46,00301
45,768213
45,328798
44,263115
44,523246
44,422355
45,600369
43,807886
45,017897
45,259934
46,169791
45,613526
46,341509
46,005574
45,227784
45,292181
45,188044
45,324217
44,497377
44,747646
44,972466
44,119361
46,231258
44,640892
44,441128
44,564367
46,275384
44,25196
44,46476
44,58627
44,308419
44,636319
44,666759
44,47626
44,292502
44,511384
44,989148
44,697489
44,822727
44,800705
44,509309
44,533309
43,995567
44,716683
44,970331
44,361351
44,480611
44,584405
44,448288
44,36849
45,183301
44,485098
44,609569
44,409485
45,019663
44,510891
44,577756
45,049857
44,184861
44,775847
44,579213
44,428836
44,757511
44,218632
44,42065
44,540696
44,800583
45,007272
44,676059
45,02523
44,630139
44,801901
44,033161
44,674141
44,93243
44,841283
44,339834
44,660949
44,319509
44,411936
45,457212
44,730968
44,411997
44,814293
44,518308
44,743751
45,929507
45,125051
45,057344
44,982148
44,520397
45,020427
44,438308
45,368165
44,90033
45,009155
44,435939
44,506492
44,484457
44,004186
44,362947
43,787145
44,766262
44,554881
44,374896
44,258053
44,344123
44,247773
44,294602
44,478682
44,585527
45,918172
44,369492
44,360408
44,757149
44,239523
44,840207
45,702636
44,355544
45,076961
44,342796
44,203458
44,205045
44,078566
44,023261
44,600356
43,973647
44,27649
44,54011
44,840675
44,263714
43,958186
44,343426
44,120045
45,129267
44,126765
44,50919
43,844476
44,435904
44,123535
44,243337
44,753777
43,972077
44,244182
44,017634
44,249437
44,101749
44,19063
44,81605
44,670461
44,330768
44,236825
44,363839
44,517449
44,354806
44,581368
44,234557
43,844651
44,612371
44,484258
44,031822
44,137487
44,083688
44,111506
44,373614
44,535178
43,97583
44,204713
44,138165
44,177849
44,895461
44,416819
44,114833
44,424555
44,27158
44,322965
44,065348
44,284937
44,162111
44,321118
44,11278
44,578479
45,139497
44,090721
44,327254
43,901724
44,882302
44,312793
44,090514
44,411797
44,59459
44,252376
44,575395
43,975436
44,499878
44,551229
44,305892
44,140284
44,4269
44,100275
44,14579
45,092526
44,555749
45,254657
44,10314
44,573196
44,64457
44,937515
44,28806
44,171573
45,335419
44,076643
44,393606
44,588729
44,009144
44,3633
43,698531
44,869337
44,414364
44,379552
44,125306
44,713492
44,104011
43,888488
44,903123
43,983488
45,043576
43,991909
44,138815
46,339601
44,250681
44,040145
44,164161
44,410695
44,406642
44,533172
44,553738
44,040206
44,001264
43,744189
44,199655
44,20459
44,034936
44,856888
44,181898
43,936501
44,247506
47,574836
44,245175
43,830629
44,527075
44,307215
44,049253
44,421887
44,431883
44,218624
44,102534
44,826521
44,314458
44,223329
44,724844
44,128022
44,254322
44,227901
44,805774
44,705099
44,056207
44,385848
44,387412
44,484795
44,520288
44,731224
43,727129
44,186028
44,19164
44,284589
43,915168
44,214773
44,208977
44,655587
44,35566
43,945986
44,258753
44,932118
44,637401
45,080773
45,282767
44,049793
44,749627
44,026963
44,405116
44,600919
44,500928
44,402044
45,515905
44,116216
44,061812
44,336159
43,89927
44,178564
44,172737
44,159966
44,675392
44,03523
44,161465
44,086176
44,057795
44,533815
44,870682
44,530585
44,181215
44,285788
43,994615
44,067213
45,152946
43,900732
44,895876
44,211522
44,262719
43,940512
44,570137
44,101086
43,6969
44,351659
43,955684
44,24308
44,211113
44,284936
44,785128
44,006139
44,171601
44,087452
44,382029
43,886906
44,116366
43,771327
44,557096
45,09691
44,135172
43,96088
43,929096
44,393709
43,995852
44,314079
44,245092
44,716636
44,175259
44,622978
44,180293
44,683539
44,211206
44,597746
44,227356
44,3902
44,526645
43,892169
44,09588
44,493147
44,857796
44,968648
45,569498
44,302014
44,234949
44,057863
44,148184
44,544295
44,362422
43,941973
44,27386
43,882234
44,081124
44,313564
43,723569
44,224093
43,882538
44,264601
44,360422
44,343072
44,004878
43,723831
44,023855
44,395924
45,619916
44,483557
44,407298
44,774718
43,936454
44,119035
43,994715
44,568283
44,670988
43,899104
44,209613
44,123023
44,213227
44,191737
44,099546
44,06965
44,32337
44,604271
43,867914
44,219301
43,947756
44,224836
45,327395
43,89959
44,648022
44,222749
44,337963
44,01954
43,956377
44,216289
44,635433
44,563286
44,872335
44,093006
44,737189
44,497753
44,034905
44,260299
43,939039
44,215634
44,246532
44,423261
45,020845
44,190613
44,441602
44,683117
44,065985
44,889476
43,856797
44,444645
44,181109
44,27285
44,821738
44,134947
44,012101
44,474903
44,12043
44,974565
45,538626
44,320528
43,931419
43,974423
45,301026
43,866517
45,609732
44,260327
44,255126
45,137159
44,144062
44,301454
44,392725
44,37705
44,213414
43,920309
44,339864
44,19186
43,925728
44,336443
44,50256
44,514778
44,922652
43,688274
44,402043
44,062762
44,282913
44,714603
43,969458
44,462126
44,732982
46,187158
46,432092
43,763315
44,81451
44,493996
44,677027
44,836963
44,343413
44,23022
44,213729
44,403952
44,543201
44,113302
44,091309
44,184225
44,114406
44,922705
44,059497
44,190036
44,279681
44,166348
44,157723
44,160197
44,780139
44,266136
43,924871
44,586841
43,815933
44,231074
44,321757
44,265003
44,499814
43,887789
44,519921
44,386837
44,35631
44,314797
44,510368
44,739485
44,21545
44,430337
44,481392
44,37666
44,003665
44,076975
44,06777
44,58672
44,289451
43,866844
44,350647
43,925414
44,298537
44,277328
44,20912
44,193577
43,957763
44,407989
44,374218
44,650997
44,363964
43,844367
43,900585
43,787938
44,417259
44,112587
43,789926
44,095462
44,27011
44,490956
45,24768
44,197272
43,735583
44,674834
44,438934
43,838026
44,239901
44,289021
44,137274
44,592276
44,389697
44,214361
44,359288
44,884176
44,574122
44,295034
44,409505
44,17908
44,876741
44,214072
44,065851
44,088123
46,835169
44,480398
44,368059
43,974614
44,12961
44,034506
44,708173
44,13242
44,291409
44,559842
43,814119
44,042043
44,093973
44,012942
44,47293
44,272259
44,946787
45,111606
44,910264
44,330096
43,692061
44,460071
45,185506
46,833538
46,731034
44,381268
45,751852
44,288246
43,866415
44,9044
44,090077
44,478926
45,623938
44,57059
44,128473
44,439353
44,370502
43,862222
44,319767
44,401921
43,948903
43,919968
44,328951
43,88657
44,308383
44,389411
44,645482
44,204888
44,101774
44,143802
45,124861
44,21707
44,083574
43,769512
44,122003
44,059212
44,477011
44,51295
44,08193
44,483289
43,926217
44,485471
43,891214
44,244078
44,788819
44,400628
44,06398
43,989848
44,511339
44,283183
44,360104
44,167283
44,268701
44,261954
44,151222
44,77918
44,059024
52,731297
47,958875
44,200085
44,236135
44,406791
44,533507
43,927528
44,458257
45,082301
44,576146
43,942007
44,610095
44,141031
44,355837
44,81523
44,243645
44,115469
44,553697
44,918099
44,192597
44,17829
44,036762
49,307628
44,767319
44,120784
46,059964
44,886757
44,529028
45,599587
44,280717
44,609382
43,970516
49,122208
43,760236
46,165195
45,479402
44,22469
45,09192
44,626082
44,472916
43,995956
50,795024
55,411146
44,662039
45,516169
45,736001
44,713129
45,65256
44,264019
46,003078
44,789314
63,112466
64,317981
53,134989
44,54086
45,247578
46,479759
44,729566
46,780346
45,624416
44,839584
44,683308
47,08111
44,608382
43,721288
47,05242
43,872413
44,2723
44,28409
44,391149
44,850453
48,930504
57,718392
44,971233
44,823604
46,172589
45,873899
46,110955
44,480588
45,758317
45,051862
56,101288
