1,607989
0,621545
0,490113
0,461223
0,44253
0,430753
0,475799
0,531922
0,439038
0,419115
0,470112
0,48744
0,474268
0,574006
0,628394
0,577969
0,553197
0,610127
0,650656
0,567276
0,502551
0,540489
0,510054
0,47174
0,405362
0,48221
0,507744
0,69563
0,479554
0,508271
0,473977
0,440842
0,470126
0,46901
0,462927
0,495557
0,419044
0,44239
0,434547
0,467352
0,456347
0,458035
0,452829
0,470493
0,476654
0,46836
0,523198
0,474326
0,490242
0,440604
0,48485
0,488362
0,42967
0,517083
0,499597
0,472898
0,483063
0,426651
0,588155
0,495002
0,54343
0,485816
0,430311
0,467215
0,444604
0,485637
0,450184
0,466111
0,457812
0,447006
0,471604
0,491387
0,564958
0,477821
0,474635
0,485672
0,487778
0,488961
0,474549
0,441887
0,502805
0,470236
0,462366
0,455628
0,445948
0,462858
0,434088
0,468826
0,885985
0,504036
0,444289
0,471949
0,443274
0,493478
0,528105
0,482007
0,493527
0,5079
0,457014
0,484409
0,468736
0,470932
0,470383
0,469754
0,516791
0,458919
0,489913
0,483638
0,471226
0,460324
0,507474
0,474097
0,499552
0,454571
0,422275
0,521852
0,448811
0,465584
0,466142
0,854723
0,47144
0,55787
0,411693
0,506385
0,434523
0,468463
0,418779
0,465235
0,457256
0,49497
0,542848
0,490254
0,501484
0,470744
0,476298
0,463757
0,465869
0,483065
0,461474
0,414022
0,473466
0,452996
0,480902
0,437254
0,445378
0,512437
0,523509
0,475743
0,483727
0,459537
0,826347
0,513752
0,57134
0,510427
0,435785
0,448362
0,468503
0,521771
0,501266
0,456449
0,493018
0,480806
0,448866
0,42485
0,513775
0,458871
0,46538
0,42066
0,494086
0,541554
0,532664
0,457239
0,475
0,454876
0,484894
0,452289
0,476744
0,453696
0,470671
0,640144
0,55624
0,473442
0,513001
0,479568
0,450519
0,487474
0,430996
0,514108
0,48983
0,501836
0,473249
0,525229
0,448
0,427391
0,418805
0,46691
0,443231
0,495059
0,453555
0,463898
0,477961
0,428542
0,593628
0,532306
0,443822
0,479922
0,470924
0,412991
0,474894
0,47631
0,818704
0,560199
0,484025
0,434767
0,499282
0,486618
0,456381
0,449226
0,440976
0,528282
0,482576
0,439657
0,450068
0,473087
0,469972
0,48786
0,433935
0,436404
0,450416
0,4447
0,460628
0,535334
0,490272
0,477924
0,613812
0,497409
0,481087
0,447743
0,552709
1,268226
0,505363
0,47132
0,458036
0,500298
0,460532
0,423951
0,523753
0,527574
0,541641
0,437918
0,469935
0,389985
0,418092
0,409202
0,408991
0,456147
0,431224
0,409786
0,428947
0,38568
0,430117
0,40952
0,425378
0,401979
0,423095
0,3891
0,439672
0,500895
0,410661
0,44734
0,393056
0,447237
0,433564
0,389171
0,434715
0,617698
0,554955
0,459669
0,542933
0,400527
0,463762
0,456427
0,505796
0,423842
0,422704
0,423624
0,481118
0,467618
0,503661
0,478515
0,472017
0,498714
0,440927
0,528697
0,477693
0,524249
0,416076
0,474176
0,452292
0,478925
0,449226
0,500026
0,491364
0,531541
0,432143
0,497254
0,433649
0,773256
0,455969
0,500856
0,461293
0,462382
0,457092
0,483194
0,461715
0,415548
0,484505
0,514569
0,444328
0,411056
0,436179
0,44778
0,424056
0,397809
0,479394
0,462853
0,457293
0,436408
0,421659
0,408164
0,433859
0,38694
0,450501
0,480204
0,449092
0,578008
0,801885
0,474929
0,425602
0,385462
0,531981
0,447811
0,409692
0,428347
0,397736
0,470205
0,402947
0,454296
0,428262
0,392853
0,41597
0,393905
0,430485
0,415177
0,396899
0,404912
0,395709
0,414454
0,404489
0,430653
0,41996
0,451928
0,40947
0,410718
0,46544
0,422757
0,485617
0,481786
0,497918
0,478507
0,469392
0,419153
0,42581
0,51805
0,879577
0,428055
0,46809
0,407368
0,386846
0,410604
0,425635
0,435858
0,428099
0,357313
0,402602
0,385171
0,385858
0,434385
0,435149
0,44754
0,432319
0,472089
0,432021
0,426149
0,43549
0,430839
0,432507
0,406516
0,437568
0,452051
0,44985
0,447746
0,44465
0,423811
0,412218
0,614991
0,46511
0,407453
0,417517
0,411159
0,386088
0,433001
0,829115
0,432009
0,461641
0,463574
0,408729
0,441542
0,493615
0,429457
0,498424
0,429058
0,467676
0,452729
0,387335
0,451827
0,452039
0,401182
0,405859
0,421336
0,390196
0,413405
0,422375
0,449511
0,465168
0,486161
0,451172
0,51344
0,496501
0,42569
0,55048
0,489698
0,452326
0,51319
0,404949
0,798763
0,454945
0,421347
0,450666
0,403321
0,480621
0,401543
0,399579
0,439026
0,383332
0,434753
0,451798
0,427841
0,427865
0,421985
0,416753
0,419014
0,426538
0,485343
0,495014
0,429273
0,434153
0,468128
0,476192
0,400704
0,426476
0,414668
0,445572
0,456778
0,438565
0,45069
0,504427
0,584487
0,472623
0,49907
0,462057
0,431957
0,688408
0,426118
0,440893
0,398545
0,389479
0,45857
0,4519
0,438362
0,418036
0,489807
0,406569
0,452597
0,435643
0,429061
0,439811
0,384944
0,423472
0,380489
0,455241
0,411311
0,426391
0,412842
0,413005
0,404626
0,43265
0,392952
0,389702
0,428236
0,432271
0,514743
0,455959
0,416369
0,445957
0,437897
0,387798
0,403399
0,446035
0,409412
0,421547
0,439511
0,773813
0,395944
0,476105
0,416054
0,407623
0,452026
0,441519
0,436029
0,422063
0,417658
0,668455
0,662115
0,500929
0,451338
0,489665
0,477766
0,386722
0,427811
0,473166
0,451231
0,444797
0,412033
0,43546
0,488332
0,48517
0,447593
0,4658
0,490211
0,42946
0,415434
0,474683
0,46118
0,454137
0,371282
1,443746
0,44832
0,451569
0,456715
0,475243
0,452254
0,429331
0,435716
0,475715
1,035344
0,603327
0,486787
0,44855
0,453221
0,534144
0,436678
0,476866
0,453465
0,441659
0,463696
0,405985
0,569726
0,448489
0,474915
0,427828
0,459799
0,462339
0,452958
0,708429
0,506825
0,407944
0,428254
0,511446
0,508833
0,393373
0,419695
0,417278
0,406051
0,482316
0,456184
0,393569
0,429901
0,462711
0,398838
0,484601
0,468766
0,441617
0,391876
0,431466
0,403693
0,441252
0,444774
0,425091
0,419003
0,446697
0,397719
0,399728
0,447482
0,421591
0,385626
0,377937
0,432548
0,410467
0,441594
0,399075
0,430827
0,440796
0,417284
0,423523
0,438521
0,410172
0,425901
0,41273
0,858774
0,45737
0,430038
0,411296
0,440587
0,461168
0,432418
0,476077
0,385827
0,417299
0,436078
0,458556
0,428734
0,515611
0,493122
0,40452
0,414593
0,43957
0,478063
0,674352
0,457884
0,496136
0,492192
0,379995
0,432665
0,411576
0,450423
0,446817
0,445049
0,42024
0,435219
0,507769
0,413819
0,485891
0,449424
0,440917
0,827096
0,443013
0,454331
0,428215
0,408169
0,444253
0,50107
0,399606
0,376774
0,484194
0,397983
0,402526
0,397661
0,409117
0,387681
0,441503
0,434978
0,412212
0,448533
0,453541
0,395981
0,462106
0,375329
0,419988
0,43967
0,430885
0,401168
0,415008
0,391809
0,403031
0,488043
0,435834
0,404751
0,429712
0,533532
0,488993
0,464314
0,422556
0,44631
0,431738
0,429243
0,427467
0,430274
0,436171
0,412948
0,401198
0,41421
0,71516
0,397576
0,390771
0,426321
0,39161
0,414115
0,394546
0,357613
0,517367
0,420065
0,427155
0,425241
0,466883
0,434067
0,399751
0,395377
0,414898
0,418477
0,445254
0,394007
0,397113
0,439315
0,395809
0,422255
0,428659
0,42672
0,401309
0,424685
0,41621
0,453343
0,442404
0,422583
0,40273
0,459076
0,396732
0,409736
0,403385
0,417383
0,420917
0,403089
0,425583
0,421502
0,417608
0,392242
0,406817
0,438598
0,435638
0,412368
0,859537
0,451726
0,433938
0,520163
0,434068
0,449313
0,393508
0,400605
