dateTime;container_name;container_status;used_memory(MB);available_memory(MB);memory_usage(%);cpu_delta;system_cpu_delta;number_cpus;cpu_usage(%);total_cpu_usage;pre_total_cpu_usage
2022/09/07 12:52:17.371;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;1.339844;1000.000000;0.133984;67203000;12363400000000;8;0.004349;67203000;0
2022/09/07 12:52:18.373;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;1.339844;1000.000000;0.133984;0;8000000000;8;0.000000;67203000;67203000
2022/09/07 12:52:19.375;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;1.339844;1000.000000;0.133984;0;8010000000;8;0.000000;67203000;67203000
2022/09/07 12:52:20.378;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;1.339844;1000.000000;0.133984;0;8010000000;8;0.000000;67203000;67203000
2022/09/07 12:52:21.382;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;1.339844;1000.000000;0.133984;0;8010000000;8;0.000000;67203000;67203000
2022/09/07 12:52:22.384;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;1.339844;1000.000000;0.133984;0;7990000000;8;0.000000;67203000;67203000
2022/09/07 12:52:23.388;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;1.339844;1000.000000;0.133984;0;8010000000;8;0.000000;67203000;67203000
2022/09/07 12:52:24.391;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;1.339844;1000.000000;0.133984;0;8010000000;8;0.000000;67203000;67203000
2022/09/07 12:52:25.394;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;1.339844;1000.000000;0.133984;0;8030000000;8;0.000000;67203000;67203000
2022/09/07 12:52:26.398;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;1.339844;1000.000000;0.133984;0;8000000000;8;0.000000;67203000;67203000
2022/09/07 12:52:27.401;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;2.386719;1000.000000;0.238672;5619000;7960000000;8;0.564724;72822000;67203000
2022/09/07 12:52:28.404;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;2.402344;1000.000000;0.240234;2096000;8010000000;8;0.209338;74918000;72822000
2022/09/07 12:52:29.407;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;2.421875;1000.000000;0.242188;2218000;8070000000;8;0.219876;77136000;74918000
2022/09/07 12:52:30.41;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;2.425781;1000.000000;0.242578;1837000;8000000000;8;0.183700;78973000;77136000
2022/09/07 12:52:31.414;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;2.457031;1000.000000;0.245703;1855000;8030000000;8;0.184807;80828000;78973000
2022/09/07 12:52:32.417;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;2.464844;1000.000000;0.246484;1950000;7960000000;8;0.195980;82778000;80828000
2022/09/07 12:52:33.42;/newfibomiddleware-udptcp_client.1.s8d7dz2ldcaugy9jm6jnq001k;running;2.562500;1000.000000;0.256250;1706000;8020000000;8;0.170175;84484000;82778000
