dateTime;container_name;container_status;used_memory(MB);available_memory(MB);memory_usage(%);cpu_delta;system_cpu_delta;number_cpus;cpu_usage(%);total_cpu_usage;pre_total_cpu_usage
2021/04/09 05:16:16.401;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;11.691406;64.000000;18.267822;50345109;260668640000000;8;0.000155;50345109;0
2021/04/09 05:16:17.406;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;11.691406;64.000000;18.267822;0;8020000000;8;0.000000;50345109;50345109
2021/04/09 05:16:18.415;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;11.691406;64.000000;18.267822;0;8060000000;8;0.000000;50345109;50345109
2021/04/09 05:16:19.423;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;11.691406;64.000000;18.267822;0;7980000000;8;0.000000;50345109;50345109
2021/04/09 05:16:20.431;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;11.691406;64.000000;18.267822;0;8080000000;8;0.000000;50345109;50345109
2021/04/09 05:16:21.44;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;11.691406;64.000000;18.267822;0;8020000000;8;0.000000;50345109;50345109
2021/04/09 05:16:22.447;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;11.691406;64.000000;18.267822;0;8040000000;8;0.000000;50345109;50345109
2021/04/09 05:16:23.452;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;11.691406;64.000000;18.267822;0;8000000000;8;0.000000;50345109;50345109
2021/04/09 05:16:24.456;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;11.691406;64.000000;18.267822;0;8000000000;8;0.000000;50345109;50345109
2021/04/09 05:16:25.46;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;11.691406;64.000000;18.267822;0;8020000000;8;0.000000;50345109;50345109
2021/04/09 05:16:26.469;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;11.691406;64.000000;18.267822;0;8070000000;8;0.000000;50345109;50345109
2021/04/09 05:16:27.478;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.375000;64.000000;24.023438;94506244;8000000000;8;9.450624;144851353;50345109
2021/04/09 05:16:28.481;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.457031;64.000000;24.151611;20147434;8030000000;8;2.007216;164998787;144851353
2021/04/09 05:16:29.484;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.460938;64.000000;24.157715;2879797;8030000000;8;0.286904;167878584;164998787
2021/04/09 05:16:30.492;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.460938;64.000000;24.157715;3504991;8120000000;8;0.345319;171383575;167878584
2021/04/09 05:16:31.495;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.339844;64.000000;23.968506;3807170;8030000000;8;0.379295;175190745;171383575
2021/04/09 05:16:32.499;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.339844;64.000000;23.968506;3539139;8080000000;8;0.350410;178729884;175190745
2021/04/09 05:16:33.503;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.300781;64.000000;23.907471;2490138;7990000000;8;0.249325;181220022;178729884
2021/04/09 05:16:34.51;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.300781;64.000000;23.907471;2668258;8100000000;8;0.263532;183888280;181220022
2021/04/09 05:16:35.514;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.289062;64.000000;23.889160;4012755;8050000000;8;0.398783;187901035;183888280
2021/04/09 05:16:36.517;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.289062;64.000000;23.889160;2301063;8030000000;8;0.229247;190202098;187901035
2021/04/09 05:16:37.521;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.289062;64.000000;23.889160;4289507;8030000000;8;0.427348;194491605;190202098
2021/04/09 05:16:38.525;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.414062;64.000000;24.084473;3169806;8030000000;8;0.315796;197661411;194491605
2021/04/09 05:16:39.529;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.539062;64.000000;24.279785;3016180;8060000000;8;0.299373;200677591;197661411
2021/04/09 05:16:40.533;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.539062;64.000000;24.279785;3634160;8020000000;8;0.362510;204311751;200677591
2021/04/09 05:16:41.536;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.421875;64.000000;24.096680;2030040;8050000000;8;0.201743;206341791;204311751
2021/04/09 05:16:42.54;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.421875;64.000000;24.096680;3923300;8030000000;8;0.390864;210265091;206341791
2021/04/09 05:16:43.543;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.421875;64.000000;24.096680;3378332;7990000000;8;0.338256;213643423;210265091
2021/04/09 05:16:44.543;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.421875;64.000000;24.096680;3099183;8030000000;8;0.308760;216742606;213643423
2021/04/09 05:16:45.551;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.304688;64.000000;23.913574;3537656;8090000000;8;0.349830;220280262;216742606
2021/04/09 05:16:46.555;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.304688;64.000000;23.913574;2655284;8060000000;8;0.263552;222935546;220280262
2021/04/09 05:16:47.558;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.304688;64.000000;23.913574;3949029;8060000000;8;0.391963;226884575;222935546
2021/04/09 05:16:48.561;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.304688;64.000000;23.913574;3068060;8120000000;8;0.302272;229952635;226884575
2021/04/09 05:16:49.565;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.429688;64.000000;24.108887;3247217;7990000000;8;0.325128;233199852;229952635
2021/04/09 05:16:50.569;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.308594;64.000000;23.919678;2959934;8060000000;8;0.293790;236159786;233199852
2021/04/09 05:16:51.573;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.308594;64.000000;23.919678;4953503;8050000000;8;0.492274;241113289;236159786
2021/04/09 05:16:52.576;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.308594;64.000000;23.919678;2884412;8020000000;8;0.287722;243997701;241113289
2021/04/09 05:16:53.579;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.433594;64.000000;24.114990;3668310;8080000000;8;0.363199;247666011;243997701
2021/04/09 05:16:54.578;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.433594;64.000000;24.114990;2872394;8040000000;8;0.285810;250538405;247666011
2021/04/09 05:16:55.587;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.433594;64.000000;24.114990;3690926;8060000000;8;0.366345;254229331;250538405
2021/04/09 05:16:56.591;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.558594;64.000000;24.310303;3575491;8080000000;8;0.354009;257804822;254229331
2021/04/09 05:16:57.594;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.558594;64.000000;24.310303;3691647;8040000000;8;0.367328;261496469;257804822
2021/04/09 05:16:58.597;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.558594;64.000000;24.310303;2769780;8040000000;8;0.275600;264266249;261496469
2021/04/09 05:16:59.601;/fibomiddleware-ssl_client.1.q8b1s7lbeoih248swb093p82s;running;15.441406;64.000000;24.127197;3218081;8030000000;8;0.320606;267484330;264266249
