dateTime;duration;secondsSince;container_name;container_status;used_memory(MB);available_memory(MB);memory_usage(%);cpu_delta;system_cpu_delta;number_cpus;cpu_usage(%);total_cpu_usage;pre_total_cpu_usage
2021/04/09 00:50:16.309;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;9.718750;64.000000;15.185547;57869747;133130440000000;8;0.000348;57869747;0
2021/04/09 00:50:17.319;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;9.718750;64.000000;15.185547;0;8030000000;8;0.000000;57869747;57869747
2021/04/09 00:50:18.329;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;9.718750;64.000000;15.185547;0;8030000000;8;0.000000;57869747;57869747
2021/04/09 00:50:19.336;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;9.718750;64.000000;15.185547;0;8020000000;8;0.000000;57869747;57869747
2021/04/09 00:50:20.344;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;9.718750;64.000000;15.185547;0;8020000000;8;0.000000;57869747;57869747
2021/04/09 00:50:21.352;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;9.718750;64.000000;15.185547;0;8070000000;8;0.000000;57869747;57869747
2021/04/09 00:50:22.359;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;9.718750;64.000000;15.185547;0;8030000000;8;0.000000;57869747;57869747
2021/04/09 00:50:23.372;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;9.718750;64.000000;15.185547;0;8100000000;8;0.000000;57869747;57869747
2021/04/09 00:50:24.375;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;9.718750;64.000000;15.185547;0;7990000000;8;0.000000;57869747;57869747
2021/04/09 00:50:25.384;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;9.718750;64.000000;15.185547;0;8110000000;8;0.000000;57869747;57869747
2021/04/09 00:50:26.386;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;12.136719;64.000000;18.963623;16547511;7980000000;8;1.658898;74417258;57869747
2021/04/09 00:50:27.389;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;12.136719;64.000000;18.963623;21454329;8040000000;8;2.134759;95871587;74417258
2021/04/09 00:50:28.398;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;12.031250;64.000000;18.798828;24367229;8020000000;8;2.430646;120238816;95871587
2021/04/09 00:50:29.406;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.914062;64.000000;18.615723;24051655;8000000000;8;2.405166;144290471;120238816
2021/04/09 00:50:30.414;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.914062;64.000000;18.615723;28209132;8080000000;8;2.792983;172499603;144290471
2021/04/09 00:50:31.422;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.914062;64.000000;18.615723;27843622;8030000000;8;2.773960;200343225;172499603
2021/04/09 00:50:32.424;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.914062;64.000000;18.615723;31503137;7970000000;8;3.162172;231846362;200343225
2021/04/09 00:50:33.434;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.863281;64.000000;18.536377;25672453;8040000000;8;2.554473;257518815;231846362
2021/04/09 00:50:34.442;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.863281;64.000000;18.536377;29751033;8080000000;8;2.945647;287269848;257518815
2021/04/09 00:50:35.451;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.863281;64.000000;18.536377;36595741;8050000000;8;3.636844;323865589;287269848
2021/04/09 00:50:36.459;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.863281;64.000000;18.536377;28067298;8030000000;8;2.796244;351932887;323865589
2021/04/09 00:50:37.463;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.863281;64.000000;18.536377;19422301;8070000000;8;1.925383;371355188;351932887
2021/04/09 00:50:38.471;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.863281;64.000000;18.536377;21964452;8020000000;8;2.190968;393319640;371355188
2021/04/09 00:50:39.475;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.863281;64.000000;18.536377;26133364;8000000000;8;2.613336;419453004;393319640
2021/04/09 00:50:40.484;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.863281;64.000000;18.536377;30355639;8040000000;8;3.020462;449808643;419453004
2021/04/09 00:50:41.493;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.988281;64.000000;18.731689;27266229;8000000000;8;2.726623;477074872;449808643
2021/04/09 00:50:42.502;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.996094;64.000000;18.743896;29148922;8050000000;8;2.896787;506223794;477074872
2021/04/09 00:50:43.51;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.996094;64.000000;18.743896;29129299;8040000000;8;2.898438;535353093;506223794
2021/04/09 00:50:44.518;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.996094;64.000000;18.743896;27220148;8000000000;8;2.722015;562573241;535353093
2021/04/09 00:50:45.526;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.878906;64.000000;18.560791;31124047;8020000000;8;3.104643;593697288;562573241
2021/04/09 00:50:46.528;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.878906;64.000000;18.560791;27628810;8050000000;8;2.745720;621326098;593697288
2021/04/09 00:50:47.537;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.878906;64.000000;18.560791;30306299;8030000000;8;3.019307;651632397;621326098
2021/04/09 00:50:48.546;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.878906;64.000000;18.560791;28985766;8080000000;8;2.869878;680618163;651632397
2021/04/09 00:50:49.553;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.878906;64.000000;18.560791;28186653;8100000000;8;2.783867;708804816;680618163
2021/04/09 00:50:50.562;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.878906;64.000000;18.560791;28178943;8030000000;8;2.807367;736983759;708804816
2021/04/09 00:50:51.571;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.878906;64.000000;18.560791;28577783;8070000000;8;2.832990;765561542;736983759
2021/04/09 00:50:52.58;/fiborpc_client.1.i88vq1cfwhn9wlpmz3jn3v16k;running;11.878906;64.000000;18.560791;28594937;8010000000;8;2.855924;794156479;765561542
